newsletter,wine_name,vendor_description,score,review,price,detail_link
December 2017 Newsletter,"Pierre Paillard ""Les Parcelles"" XII Grand Cru Bouzy Extra Brut Champagne NV",,['92'],"(11/2017) Disgorged 10/2016. Our first note for this wine says....""Deeelish!"" It's true! Pierre Paillard is definitely one of our favorites from Robert Houde and Mark Hutchens. This wine blends 60% Pinot Noir with 40% Chardonnay and is sourced entirely from the Grand Cru village of Bouzy. It's an Extra Brut, meaning it's on the dry side, but is still generous in flavor and texture. A screaming good value here!",39.99,https://vinchicago.com/wines/6481-detail
December 2017 Newsletter,Sabine Godme Grand Cru Brut Rose Champagne NV,,['92-93'],"(9/2017) Made from 65% Pinot Noir and 35% Chardonnay, the fruit for this wine comes entirely from the Grand Cru villages of Verzenay, Beaumont-sur-Vesle and Verzey. Exuberant flavors of wild red raspberries, blood orange, rose petal and chalky earthiness are wrapped in a medium-bodied frame. Brisk acidity and fine bubbles give this pink sparkler a wonderful ease of drinkability.",39.99,https://vinchicago.com/wines/6459-detail
December 2017 Newsletter,"Bodegas El Nido ""Clio"" Jumilla 2015",Just Arrived!,['92'],"(12/2017) The new vintage of Clio is as delicious and powerful as ever! Checking in at a whopping 16% alcohol, this famed bottling blends 70% Monastrell with 30% Cabernet Sauvignon, grown in the Jumilla region of Spain. Aged for 24 months in a combination of French and American oak, Clio is all about impact, attacking the palate with super concentrated fruit, weight and warmth. Better suited to beef stew than trout almondine, this wine is too much fun, and is beloved by those that like 'em big and dense.",37.99,https://vinchicago.com/wines/6547-detail
December 2017 Newsletter,"Louis Nicaise ""Brut Reserve"" Premier Cru Champagne NV",,['92'],"(12/2017) Louis Nicaise sits in the Premier Cru village of Hautvillers, just down the road from Dom Perignon. A hugely over-delivering wine, this latest release of their Brut Reserve Champagne is a blend of 40% Chardonnay with 30% Pinot Noir and 30% Pinot Meunier, based on fruit from the 2014 vintage. Clean and dangerously easy to drink, it offers citrus chalkiness and a delightfully giving finish. It is an ASTOUNDING value. Disgorged 5/2017.",Unlisted,https://vinchicago.com/wines/Louis-Nicaise-Brut-Reserve-Premier-Cru-Champagne-NV-750-ML-detail
December 2017 Newsletter,Caprili Brunello di Montalcino 2012,,"['94', '93', '94', '93']","(2/2017) ""Bright deep red. Very perfumed, pure aromas of raspberry, red cherry, flint and violet. Juicy but dense, with vibrant acidity lifting the floral berry and cherry flavors on the long mineral finish, characterized by an especially silky mouthfeel. Knockout Brunello. Drinking window: 2023 - 2034.""",35.99,https://vinchicago.com/wines/6536-detail
December 2017 Newsletter,Freemark Abbey Napa Valley Cabernet Sauvignon 2013,,"['92', '92']","(10/28/2016) ""The 2013 Cabernet Sauvignon, Freemark Abbey's generic bottling from Napa, is a brilliant example, and at $50, a heck of a value. It is also one of their larger cuvées at 24,332 cases. A blend of 75.1% Cabernet Sauvignon, 10.9% Merlot and the rest Petit Verdot, Cabernet Franc and Malbec, this wine spent nearly 26 months in oak. Opaque purple in color, it exhibits beautiful blackberry and blackcurrant fruit with hints of white chocolate, allspice and tobacco leaf. It is rich, full-bodied, seriously concentrated, and has 2013's relatively serious structure and tannic clout. Give it 3-4 years of cellaring and drink it over the following 25-30 years.""",35.99,https://vinchicago.com/wines/6327-detail
December 2017 Newsletter,"Dutton-Goldfield ""Dutton Ranch"" Russian River Valley Pinot Noir 2015",#81 - Wine Spectator's Top 100 Wines of 2017!,['93'],"(8/31/2017) ""Well-centered on a mix of cherry, plum and raspberry flavors, elegant and refined, with sufficient tannins to hold attention. Ends with a clean, mouthwatering aftertaste that echoes the fruit and spice notes. Drink now through 2024.""",34.99,https://vinchicago.com/wines/6496-detail
December 2017 Newsletter,"Laurent Perrier ""Brut L-P"" Brut Champagne NV",,['90'],"(10/31/2016) ""A harmonious Champagne, with a vibrant backbone of acidity and a well-knit mix of poached pear, lemon preserves, smoke and toast. Very accessible. Drink now through 2018.""",34.99,https://vinchicago.com/wines/Laurent-Perrier-Brut-L-P-Brut-Champagne-NV-750-ML-detail
December 2017 Newsletter,Domaine de Cristia Chateauneuf-du-Pape Rouge 2015,,['94'],"(9/27/2017) ""This is intense, with fig, blackberry and plum compote flavors rolling over one another, while worn leather, Turkish coffee and well-roasted mesquite notes form a ring around them. Overall this is rich and dense, yet there's definition throughout. Only needs time to knit fully before delivering its peak experience. Grenache, Syrah and Mourvèdre. Best from 2020 through 2035.""",34.99,https://vinchicago.com/wines/6524-detail
December 2017 Newsletter,"Marietta Cellars ""Game Trail"" Yorkville Highlands Estate Cabernet Sauvignon 2014",,"['93', '93']","(1/2017) ""An addition to the range, the Game Trail is 100% Cabernet from the Bilbro family's ranch in the Yorkville Highlands. Dark red stone fruit, rose petal, mint, floral notes and spice are beautifully delineated. Intensely aromatic and pungent, but with no green edges, the 2014 offers tons of personality and character. Beams of mountain tannin add energy throughout. I would give the 2014 at least a year or two in bottle, as the tannins are imposing at this stage. Drinking window: 2019 - 2029.""",34.99,https://vinchicago.com/wines/Marietta-Cellars-Game-Trail-Yorkville-Highlands-Estate-Cabernet-Sauvignon-2014-750-ML-detail
December 2017 Newsletter,"D Henriet-Bazin ""Selection de Parcelles"" Premier Cru Brut Champagne NV",,['92'],"(11/2017) Disgorged 12/2016. Henriet-Bazin is a favorited grower of Vin Chicago customers. Located in easten Montagne de Reims, their ""Selection de Parcelles"" bottling combines equal parts Chardonnay and Pinot Noir and is based on the 2013 harvest. Plump and sweet fruited, this is a perfect substitute for those that typically drink ""Yellow Label"". Fun and giving and very drinkable.",34.99,https://vinchicago.com/wines/6480-detail
December 2017 Newsletter,Albino Rocca Barbaresco 2014,,['92'],"(12/2017) Classic in style with a soft, accessible texture and powerful yet manageable tannins. Look for enchanting floral and dried red fruit flavors, and a long, delicious finish.",34.99,https://vinchicago.com/wines/6535-detail
December 2017 Newsletter,Domaine de la Cote Sta Rita Hills Estate Pinot Noir 2014,A highly rated California Pinot Noir from a rockstar winemaking team at a blow-out price!,"['97', '93']","(9/2017) If you love elegant, complex, skillfully crafted Pinot Noir - and who doesn't? - this beauty from superstars Raj Parr and Sashi Moorman should not be missed. Showing a pale ruby color with streaks of light purplish pink, this bottling has textbook Pinot Noir aesthetics. On the nose, it is immediately and delightfully recognizable as classic Pinot. There is an old world, Burgundy-like quality to the flavors, including forward and delicious red fruits along with variations of earth and rocky minerality. Medium in body and offering tremendous depth, this refined bottle of California Pinot Noir absolutely delivers. Decanter Magazine describes it as ""a juicy cross between Burgundy's Volnay and Beaujolais' Morgon."" Well said!",34.79,https://vinchicago.com/wines/6391-detail
December 2017 Newsletter,"Patricia Green Cellars ""Old Vines"" Ribbon Ridge Estate Pinot Noir 2015",,"['93', '93']","(5/24/2017) ""Expressive and beautifully built, with raspberry and rose petal aromas and plush, structured flavors of cherry, spiced cinnamon and dark tea that build power. Shows a slight bite of tannins toward the finish. Drink now through 2023.""",33.99,https://vinchicago.com/wines/Patricia-Green-Cellars-Old-Vines-Ribbon-Ridge-Estate-Pinot-Noir-2015-750-ML-detail
December 2017 Newsletter,Rombauer Carneros Chardonnay 2016,Latest release of this all-time classic California Chardonnay!,[''],"""Enticing aromas of vanilla, melon and mango are layered with apricot, creme brulee, butter and a slight minerality. Those scents are echoed as flavors on the creamy, rich palate, along with peach, pie crust and baking spices. The long, smooth finish is marked by mouthwatering acidity.""",Unlisted,https://vinchicago.com/wines/6216-detail
December 2017 Newsletter,"G. D. Vajra ""Albe"" Barolo 2013",,"['92', '93', '93']","(2/2017) ""Vajra's 2013 Barolo Albe is beautifully perfumed, sensual and expressive in this vintage, with a bit less overt fruit and more aromatic/structural intensity than is often the case. The style of the Albe has always favored a more succulent expression of Nebbiolo that is quite different from the single-vineyard wines, but the 2013 suggests Vajra may be moving the Albe closer in line stylistically to their other Barolos, which I think is a positive. In any event, there is an element of restraint in the 2013 that is hugely appealing. The Albe is a blend of fruit from Fossati, Coste di Vergne and La Volta aged in 75 hectoliter casks. The Albe may be the single best value in Barolo today. As for the 2013, don't miss it!""",32.99,https://vinchicago.com/wines/6534-detail
December 2017 Newsletter,"Sixto ""Uncovered"" Washington State Chardonnay 2014",#13 - Wine Spectator's Top 100 Wines of 2017!,"['94', '93']","(6/30/2017) ""A blend of all three of the single vineyards, the 2014 Chardonnay Uncovered is every bit as good as the single vineyards. Apple, white flowers, brioche and toasted nut characteristics flow to a rich, textured, sexy Chardonnay that's just a straight up joy to drink. The 2012s from this estate are still fresh and vibrant, so I suspect these will all have a solid 4- to 5-year drink window, if not longer. There's roughly 1,200 cases of this killer Chardonnay, and readers owe it to themselves to give one of these a try.""",32.99,https://vinchicago.com/wines/6434-detail
December 2017 Newsletter,"Chalk Hill ""Estate Bottled"" Russian River Valley Chardonnay 2014",This is the real-deal. A serious Chardonnay from one of California's legendary producers.,"['92', '92']","(12/15/2016) ""Strikes a balance between rich, spicy oak and an intense core of fruit, echoing pear, apple and melon flavors. Maintains equilibrium, ending with creamy, vanilla-scented oak notes. Drink now.""",Unlisted,https://vinchicago.com/wines/Chalk-Hill-Estate-Bottled-Russian-River-Valley-Chardonnay-2014-750-ML-detail
December 2017 Newsletter,"Orin Swift ""Abstract"" California Proprietary Red 2016",,['92-93'],"(11/2017) A blend of predominantly Grenache, Petite Sirah and Syrah, the 2016 Abstract is a silky, hedonistic powerhouse! Dave Phinney says this may just be his favorite vintage yet of Abstract and after tasting a few sample bottles, we understand why. The instant the wine hits your glass, you'll be bombarded by enticing red and black fruits aromas with an underlying nuance of earth that makes things even more interesting. The flavors explode on the palate, with concentrated raspberry, tart cranberry, sweet black plums, a splash of zesty pomegranate and rich black cherry leading the way. A second wave of flavors strikes on the mid-palate, featuring cedar cigar box, caramel, red earth and sweet vanilla cream. Complex, powerful and yet oh-so-soft, the 2016 Abstract is a champion wine. (California)",29.99,https://vinchicago.com/wines/6491-detail
December 2017 Newsletter,Hamilton Russell Hemel-en Aarde Valley Chardonnay 2016,,"['93', '93', '93']","(8/31/2017) ""This has a lush edge, with creamed yellow apple, quince and white peach flavors forming the core while buried quinine and verbena notes add detail and length. Gently toasted, showing a whiff of hazelnut throughout. Beautifully rendered Chardonnay. Drink now through 2022. 1,200 cases imported.""",29.99,https://vinchicago.com/wines/6554-detail
December 2017 Newsletter,"Beringer ""Private Reserve"" Napa Valley Chardonnay 2014",,['92'],"(11/30/2016) ""The fruit is ripe and juicy, seemingly sweet and shaded by spicy, toasty oak, allowing tiers of flavors to unfold in a graceful, elegant and understated manner. Drink now.""",29.99,https://vinchicago.com/wines/Beringer-Private-Reserve-Napa-Valley-Chardonnay-2014-750-ML-detail
December 2017 Newsletter,"Argyle ""Reserve"" Willamette Valley Pinot Noir 2014",,"['93', '92']","(8/31/2017) ""Bright, pale ruby in color, the 2014 Pinot Noir Reserve delivers expressive kirsch, pomegranate and raspberry leaves notes with underlying lavender, rosemary and underbrush hints. Medium-bodied with loads of energy and grace in the mouth, it has exuberant red cherry and earth flavors with great length and depth. Drink Date: 2017 - 2023.""",29.99,https://vinchicago.com/wines/6288-detail
December 2017 Newsletter,Brewer Clifton Sta. Rita Hills Chardonnay 2015,,['95'],"(8/2/2017) ""The 2015 Chardonnay Sta. Rita Hills checks in as a blend of the 3D, Acin and Machado Vineyards, and it's brought up identically to the single vineyards. In addition, there's really no barrel selection made, so don't think of this cuvee as a second wine. Like the Hapgood, it's a seriously rich, unctuous beauty that offers notes of buttered citrus rind, candied lemons, honeycomb and hints of minerality. Deep, rich and thrillingly textured, it's certainly the smart value play of the lineup as it's half the price, but more than half the wine."" (California)",28.99,https://vinchicago.com/wines/6280-detail
December 2017 Newsletter,"Charles Ellner ""Carte Blanche"" Brut Champagne NV",Tasty bottle of Champagne. Super low price. Hard to argue with that!,['91'],"(11/15/2017) ""This lively Champagne is bright and balanced, with spicy mineral and graphite accents underscoring the poached pear, crushed black currant, toast and grated ginger notes. Crisp and lingering. Zesty finish. Drink now.""",28.99,https://vinchicago.com/wines/Charles-Ellner-Carte-Blanche-Brut-Champagne-NV-750-ML-detail
December 2017 Newsletter,"Elena Fucci ""Titolo"" Aglianico del Vulture 2014",This gem from Elena Fucci's six-hectare estate in the foothills of Mount Vulture is guaranteed to make you fall in love with Aglianico!,"['92', '92']","(12/2017) This is the kind of wine that completely wins over the Vin Chicago tasting team. A perfect combination of density, complexity and elegance, the Elena Fucci Aglianico is the whole package. Black currant and black cherry fruit flavors are complemented by volcanic earth tones, spices, herbs and juicy acidity on the finish. This is a true wine of place.",28.99,https://vinchicago.com/wines/6533-detail
December 2017 Newsletter,"Nicolas Feuillatte ""Brut Reserve"" Champagne NV",,['90'],"(11/15/2016) ""This balanced Champagne is ripe and juicy, with crème de cassis and Honeycrisp apple fruit flavors accented by details of honey, smoke and biscuit. A fresh and creamy aperitif. Drink now through 2018.""",27.99,https://vinchicago.com/wines/Nicolas-Feuillatte-Brut-Reserve-Champagne-NV-750-ML-detail
December 2017 Newsletter,"J Vineyards ""Cuvee 20"" Russian River Valley Brut  NV",,['90'],"(10/2017) We've not worked with this well known California sparkling wine in a while and that's probably been a mistake. The J ""Cuvée 20"" gives attractive flavors of tangerine, lemon,red and yellow apple and freshly baked croissant. In the mouth, it is creamy with a medium mousse and a balanced, bright finish. Very tasty stuff.",Unlisted,https://vinchicago.com/wines/6337-detail
December 2017 Newsletter,"Mer Soleil ""Reserve"" Santa Lucia Highlands Chardonnay 2015",,['90'],"(10/2017) Like Cakebread and Rombauer, Mer Soleil has a loyal following amongst Cali Chardonnay fans. This latest Santa Lucia Highlands bottling reveals candied orchard and citrus fruits along with a tropical pineapple note. If you're a lover of butterscotch and vanilla goodness in your Chardonnay, along with big toasty wood flavors, this is the wine for you!",25.99,https://vinchicago.com/wines/6302-detail
December 2017 Newsletter,Day Sonoma County Zinfandel 2016,,['92'],"(12/2017) This is the new project of Ehren Jordan, the winemaking wizard behind amazing labels such as Neyers, Failla and most notably Turley. A gorgeous Zinfandel, the 2016 Day resonates with deep aromas and flavors of raspberry and black cherry along with a touch of bramble and licorice. The rich palate shows wonderful balance, elegance and softness. Ready to enjoy now, it will be impossible to keep your hands off this one. Bring this new American classic to your family holiday table before everyone is in on the secret!",25.99,https://vinchicago.com/wines/6514-detail
December 2017 Newsletter,"Obsidian Ridge ""Obsidian Ridge Vineyard"" Red Hills Lake County Cabernet Sauvignon 2015",,['91'],"(12/2017) Former Vin Chicago staffer, and now head winemaker at Obsidian Ridge, Alex Beloz has done it again with the newest release of Obsidian Ridge Cabernet Sauvignon. The 2015 has its typical great balance of black cherry, black currant, sweet Hungarian oak, dusty mineral, cocoa powder and spice flavors. This wine has just been released so you may want to decant for an hour or two to allow the tannins to soften. For full-flavored, dense, and one heck of a value.",25.79,https://vinchicago.com/wines/6489-detail
December 2017 Newsletter,Vallana Gattinara 2007,,"['', '94']","(12/1/2016) ""This fragrant Nebbiolo opens with intense, ample aromas of kitchen spice, chopped herb, leather, dark-skinned berry, tilled soil and a whiff of pressed rose petal. On the firmly structured smooth palate, notes of licorice, cinnamon and truffle accent a core of juicy dark cherry. Polished tannins provide the framework while a mineral vein energizes the finish. Drink through 2022.""",24.99,https://vinchicago.com/wines/6532-detail
December 2017 Newsletter,"Two Hands ""Sexy Beast"" McLaren Vale Cabernet Sauvignon 2015",We've just reloaded on this powerful beauty-of-a-Cabernet!,['93'],"(4/12/2017) ""Impressive, with a plush, seductive and succulent body, offering sink-your-teeth-into-them flavors of black cherry, blackberry and plum, accented by details of dark chocolate, rose petal and savory. Drink now through 2025.""",24.99,https://vinchicago.com/wines/6344-detail
December 2017 Newsletter,"Domaine Emmanuel Darnaud ""Mise en Bouche"" Crozes Hermitage 2015",,"['90', '91', '92']","(10/31/2017) ""This brims with dark plum, blackberry and raspberry confiture notes, laced with anise and singed apple wood details. Ends with fleshy intensity. Best from 2018 through 2025.""",22.99,https://vinchicago.com/wines/Domaine-Emmanuel-Darnaud-Mise-en-Bouche-Crozes-Hermitage-2015-750-ML-detail
December 2017 Newsletter,Rombauer Napa Valley Sauvignon Blanc 2016,,['91'],"(11/2017) This quintessential Napa Valley Sauvignon Blanc is a relatively new addition to the Rombauer family's line-up. Produced entirely in stainless steel, it doesn't see one bit of exposure to oxygen before it is bottled; the first time the wine is ever exposed to air is when you open it! The resulting wine is literally bursting with freshness. Look for classic flavors of white peach, lemon, lime zest and just a touch of fresh cut grass. This is one VERY well made Sauvignon Blanc.",Unlisted,https://vinchicago.com/wines/6379-detail
December 2017 Newsletter,"Bow & Arrow ""Hughes Hollow Vineyard"" Willamette Valley Pinot Noir 2015",Blow-out price on this gorgeous Oregon Pinot! Typical pricing is in the $35 - $40 range. Our special price is a whole lot less.,['91'],"(12/2017) Bow & Arrow is a small, husband and wife run winery dedicated to producing small-batch wines from organically grown Willamette Valley grapes. Their 2015 ""Hughes Hollow"" Pinot Noir comes from a 30-year-old parcel planted to the Pommard clone. This north facing vineyard does well in warmer vintages like 2015 and Bow & Arrow turned out a beautifully balanced, elegant and expressive Pinot. Like a great Burgundy, this wine needs a bit of air to open up and tell its story, but when it does, it is singing. Beautiful black cherry and dark raspberry fruits leap from the glass with secondary notes of dried leaves, rocky minerality, clove, nutmeg and a whiff of smoke. If tasted blind, you would surely think you were drinking a Pinot from the old world. This classy red is truly a steal at our way-below typical retail price.",Unlisted,https://vinchicago.com/wines/6542-detail
December 2017 Newsletter,"Alexandria Nicole ""A Squared"" Horse Heaven Hills Cabernet Sauvignon 2015",,['92'],"(11/2017) An exceptionally well-made Cabernet, the grapes for ""A Squared"" come from Alexandria Nicole's estate vineyard, Destiny Ridge, located in the Horse Heaven Hills appellation. A blend of 85% Cabernet Sauvignon, 10% Cabernet Franc, 3% Malbec and 2% Petite Verdot, it was matured for 20 months in French oak of which half was new and the other second year wood. Woody aromas along with black currant and a whiff of menthol make for a wonderful perfume. Very dense on the palate with mouthfilling flavors of black currant, black cherry and cedar. Complex with layer upon layer of flavor, great structure and refined tannins that soften quickly.",22.79,https://vinchicago.com/wines/6402-detail
December 2017 Newsletter,Domaine Andre et Mireille Tissot Cremant du Jura Extra Brut NV,,['91'],"(11/2017) This delicious bottling is 50% Chardonnay and 40% Pinot Noir with the local varieties of Trousseau and Poulsard making up the remaining 10%. The wine sees no dosage (the addition of sugar after the secondary fermentation) and the result is a bone dry ""extra brut"" wine with crisp and mouthwatering acidity complemented by a creamy palate. The finish is lengthy with subtle hints of nuts. This is a great substitute for Champagne if you're looking to increase value without sacrificing quality.",22.79,https://vinchicago.com/wines/Domaine-Andre-et-Mireille-Tissot-Cremant-du-Jura-Extra-Brut-NV-750-ML-detail
December 2017 Newsletter,Quinta do Noval Unfiltered Single Vineyard Late Bottled Vintage Port 2011,"This is an unreal buy! Quinta do Noval is one of the hottest properties in Port. Their 2011 ""Nacional"" Vintage Port earned 100 points and sells for over $1000. This 2011 Single-Vineyard Late Bottled Port earned a raving 93-point review from Wine Advocate who quotes a price of $27. Our price looks to be lowest in the country! If you're looking for a Port to buy for yourself or as a gift, this is it.",['93'],"(10/28/2016) ""The 2011 Unfiltered Late Bottled Vintage Port, a typical Douro blend, was bottled in 2016 with a long cork and 101 grams per liter of residual sugar after five years in barrel. This is brilliant. Sappy, intensely concentrated, remarkably complex and beautifully structured, this young LBV has plenty of room to grow in the cellar, too. It is young, unevolved and capable of development. The complexity that it has now, with a trace of herbs, rhubarb and generally classic Port flavors, is a hallmark, but that will increase and become more varied with age. The tannic pop will also calm a bit more, not that this is undrinkable now. This reeks of potential. Noval is one of my favorite unfiltered LBV producers and this is a fine moment for it. With a few years of bottle age, it might even seem better as it acquires more complexity.""",Unlisted,https://vinchicago.com/wines/Quinta-do-Noval-Unfiltered-Single-Vineyard-Late-Bottled-Vintage-Port-2011-750-ML-detail
December 2017 Newsletter,Talley Vineyards Arroyo Grande Estate Chardonnay 2014,"At the winery this extremely classy Chardonnay goes for $27. Not only does our price blow that away, we also beat all 50 online retail listings. An exceptional bottle of Chardonnay here.","['90', '92', '92']","(6/2016) ""Pale gold. A lively, incisive bouquet evokes citrus and orchard fruits and white flowers, and an iodine nuance emerges as the wine opens up. Shows excellent clarity and depth to the fresh orange, pear and candied ginger flavors, which open up steadily with air. Smoothly combines power and vivacity and finishes very long and taut, with resonating mineral and floral notes. Drinking window: 2018 - 2023.""",20.99,https://vinchicago.com/wines/Talley-Vineyards-Arroyo-Grande-Estate-Chardonnay-2014-750-ML-detail
December 2017 Newsletter,Bodegas Ontanon Rioja Reserva 2005,,"['93', '91', '91']","(10/15/2014) ""Smokey and sanguine notes frame a core of plum and dried cherry in this savory red, with accents of tobacco, mineral and earth. Maturing gracefully, with well-integrated tannins that give way to the spicy finish. Drink now through 2020.""",19.99,https://vinchicago.com/wines/6546-detail
December 2017 Newsletter,Ferrari-Carano Sonoma County Chardonnay 2015,,[''],"""The 2015 Ferrari-Carano Chardonnay from Sonoma County has superior lots of wine from our vineyards in Alexander Valley, Dry Creek Valley, Russian River Valley and Carneros. This full-bodied and refreshing Chardonnay boasts aromas of graham cracker, quince, lemons, orange blossoms, lychee, and white peaches perfectly balanced by flavors of Meyer lemon, pear and butter cream with a toasty vanilla finish.""",19.99,https://vinchicago.com/wines/6556-detail
December 2017 Newsletter,Chateau Beauregard  Pouilly-Fuisse 2014,A great Pouilly-Fuisse from a top white Burgundy vintage for an amazing price!,"['91', '91']","(6/2017) ""A whiff of oyster shell signals this sleek white, which gathers flavors of lemon, melon and mineral across the palate. The finish is invigorating and sapid. Drink now through 2023.""",19.99,https://vinchicago.com/wines/6521-detail
December 2017 Newsletter,"J Vineyards ""Black"" Monterey/Sonoma/Santa Barbara Pinot Noir 2015",,['90'],"(5/2017) With its smooth, juicy style, Meiomi Pinot Noir is now selling over 1,000,000 cases per year. What are the talented folks at J Vineyards to do? Well, how about jump on the bandwagon and beat Meiomi at their own game! As with Meiomi, the round, jammy and quite delicious J ""Black"" Pinot Noir is sourced from Monterey, Sonoma and Santa Barbara counties. Appealing aromas and palatecoating flavors of black cherry, cola and tea delight the senses and culminate in a spice-filled finish. Nicely done, and a great alternative to the ever-present Meiomi!",19.99,https://vinchicago.com/wines/J-Vineyards-Black-MontereySonomaSanta-Barbara-Pinot-Noir-2015-750-ML-detail
December 2017 Newsletter,Fattoria di Felsina Chianti Classico 2015,,['92'],"(11/30/2017) ""Dense yet rich, this red offers black cherry, earth and graphite aromas and flavors. Needs a year or two to find balance, yet the lingering, tobacco-inflected finish and refined tannins indicate the potential here. Best from 2019 through 2028. Smart Buy.""",19.99,https://vinchicago.com/wines/6531-detail
December 2017 Newsletter,"Bisol ""Crede"" Valdobiadene Brut Prosecco Superiore 2015",,['91'],"(11/2016) ""Pale straw. Crisp aromas and flavors of green apple, nectarine and jasmine have a noteworthy mineral edge. Finishes long and bright, with memorable focus and purity. Delightful Prosecco Brut; I have long believed Crede to be one of the best Brut Proseccos made by anyone. Interestingly it is not 100% Glera but mixes in a touch of Pinot Bianco and of Perera. Even though the vintage is not cleary indicated on the front label, this wine is made with grapes picked in the 2015 harvest.""",18.99,https://vinchicago.com/wines/Bisol-Crede-Valdobiadene-Brut-Prosecco-Superiore-2015-750-ML-detail
December 2017 Newsletter,Pazo Senorans Rias Baixas Albarino 2016,#35 - Wine Spectator's Top 100 Wines of 2017!,"['92', '91']","(9/30/2017) ""This big white is round and polished, with good weight and solid acidity behind the pear, blanched almond and white tea flavors. Ginger and briny notes give this a savory character. A muscular style. Drink now through 2022.""",18.99,https://vinchicago.com/wines/6252-detail
December 2017 Newsletter,Farmlands Willamette Valley Pinot Noir 2016,,['90'],"(12/2017) This beautiful Willamette Valley Pinot Noir is 100% estate fruit from Johan Vineyards. You may recognize Johan Vineyards as the biodynamically farmed source of some outstanding Pinots from Brianne Day and Bow & Arrow. ""Farmlands"" is Johan Vineyards' own entry-tier bottling and it totally over-delivers. This estate-grown, naturally made wine offers delicious aromas and flavors of fresh bing cherry, black cherry and rocky earth. Bright acidity keeps everything in check, leading to a clean and vibrant finish. Simply delicious, and a steal for the price.",18.99,https://vinchicago.com/wines/6541-detail
December 2017 Newsletter,Bodegas Moraza Rioja Tempranillo 2015,,['90'],"(7/2017) In May 2017 we had the opportunity to visit Spain and tour the region of Rioja. One of our favorite stops was at this small production winery called Bodega Moraza, and we were thrilled to learn that a small amount is imported to the country by Zev Rovine. This family-run winery is dedicated to biodynamic farming and produces their wines as natural as possible. They do not make ""traditional"" Rioja such as Crianza, Reserva and Gran Reserva wines, but rather let each growing season dictate what to do with the grapes. For the most part, they are fermented and aged in concrete tanks and forgo seeing any barrel for additional aging. This delicious and invigorating Tempranillo is a blend of multiple vineyard sites from the property. It showcases pure dark red, blue and black berry fruits with a piercing streak of earth and minerality. The balance is impeccable and the finish is long and energetic. Quite simply, pop the cork and enjoy!",18.99,https://vinchicago.com/wines/Bodegas-Moraza-Rioja-Tempranillo-2015-750-ML-detail
December 2017 Newsletter,"Tenet ""The Pundit"" Columbia Valley Syrah 2015",This voluptuous red is made by Rhône superstars Michel Gassier and Philippe Cambie. A huge winner here!,"['90', '91', '92']","(6/30/2017) The 2015 Syrah The Pundit (88% Syrah, 6% Grenache, 4% Mourvèdre and 2% Viognier) continues to over-deliver in every vintage, showing loads of dark, earthy fruits, pepper and hints of olives in a medium to full-bodied, pure, layered style. It tastes like an Old World wine made in the New World, and that's just what it is. Buy a case and drink it over the coming 4-5 years. Drink Date 2017 - 2022."" (Washington)",17.99,https://vinchicago.com/wines/6515-detail
December 2017 Newsletter,"Wonderwall ""Spanish Springs Vineyard"" Edna Valley Pinot Noir 2016",,['91'],"(11/2017) The latest release of Wonderwall Pinot Noir is here, and it just may be the best bottling yet! Checking in at a modest 12.9% ABV, the 2016 Wonderwall is all about balance and finesse. The fruit is rich with plenty of ripe cherries and dried strawberries leading the way. It is layered with notes of cola, clove, earth, spice and a touch of leather. The finish is long and delicious, enticing you back for sip after sip. We are unaware of any other sub-$20 California Pinot Noir with this level of depth, flavor and complexity. Overall, a smokin' value!",17.99,https://vinchicago.com/wines/6411-detail
December 2017 Newsletter,Rustenberg Stellenbosch Chardonnay 2015,This toasty beauty earns a solid 90 from our tasting panel and a whopping 95 from Decanter!,['95'],"(11/2016) ""An impressive Stellenbosch Chardonnay that wouldn't look out of place in Corton-Charlemagne with its complex leesy character. A mosaic of smoke and flint adds considerable interest to this charming wine. Plush aromas of buttery lemons, biscuits and honeydew melon translate well onto the palate. This wine combines power with restraint, richness with acidity, due in part to expertly handled oak. The intensity is palpable, and the flavour and aroma characteristics last a lifetime in the mouth.""",17.99,https://vinchicago.com/wines/Rustenberg-Stellenbosch-Chardonnay-2015-750-ML-detail
December 2017 Newsletter,Smith & Hook Central Coast Cabernet Sauvignon 2015,,"['91', '93']","(11/1/2017) ""This is a big but balanced expression of Cabernet that is ready to drink now. Layers of black cherry, caramel, vanilla, smoke and crushed black rocks show on the lavish nose. The palate's chalky texture is immediately apparent, with vibrant acidity that carries forth a rich crème de cassis flavor and finishes on roasted coffee and milk chocolate. Editors' Choice.""",Unlisted,https://vinchicago.com/wines/6410-detail
December 2017 Newsletter,"Davis Bynum ""River West Vineyard"" Russian River Valley Chardonnay 2014",New vintage of this over-delivering single vineyard Chardonnay!,['91'],"(4/28/2017) ""The 2014 Chardonnay River West Vineyard has an appealing struck match and savory character over a core of pineapples, guava and apricots, plus a suggestion of toasty oak. Medium-bodied, it has a lovely silkiness to the texture and plenty of tropical fruit and toasty flavors on offer in the mouth with a lively line of acid lending freshness, finishing long. Yeah, I just love finding great value wines like this that are produced in decent quantities and over-deliver on quality! Drink Date 2017 - 2020.""",Unlisted,https://vinchicago.com/wines/Davis-Bynum-River-West-Vineyard-Russian-River-Valley-Chardonnay-2014-750-ML-detail
